suborder,family,genus,chrom.num
Polyphaga,Tenebrionidae,Arthrodeis,20
Polyphaga,Tenebrionidae,Asida,20
Polyphaga,Tenebrionidae,Blapstinus,20
Polyphaga,Tenebrionidae,Clitobius,20
Polyphaga,Tenebrionidae,Cryptycus,20
Polyphaga,Tenebrionidae,Cynaeus,20
Polyphaga,Tenebrionidae,Dailognatha,20
Polyphaga,Tenebrionidae,Derosphaerus,20
Polyphaga,Tenebrionidae,Eleodes,20
Polyphaga,Tenebrionidae,Erodius,20
Polyphaga,Tenebrionidae,Eulabris,20
Polyphaga,Tenebrionidae,Gnathocerus,20
Polyphaga,Tenebrionidae,Gonocephalum,20
Polyphaga,Tenebrionidae,Hegeter,20
Polyphaga,Tenebrionidae,Himatismus,20
Polyphaga,Tenebrionidae,Hylocrinua,20
Polyphaga,Tenebrionidae,Isocerus,20
Polyphaga,Tenebrionidae,Latheticus,20
Polyphaga,Tenebrionidae,Leptonychus,20
Polyphaga,Tenebrionidae,Melanochrus,20
Polyphaga,Tenebrionidae,Mesostema,20
Polyphaga,Tenebrionidae,Misolampus,20
Polyphaga,Tenebrionidae,Navicularis,20
Polyphaga,Tenebrionidae,Nesotes,20
Polyphaga,Tenebrionidae,Opatrinus,20
Polyphaga,Tenebrionidae,Opatroides,20.33333333
Polyphaga,Tenebrionidae,Oxycara,20
Polyphaga,Tenebrionidae,Pachycera,20
Polyphaga,Tenebrionidae,Pachychila,20
Polyphaga,Tenebrionidae,Paivaea,20
Polyphaga,Tenebrionidae,Palembus,20
Polyphaga,Tenebrionidae,Palorus,20
Polyphaga,Tenebrionidae,Phaleria,20
Polyphaga,Tenebrionidae,Phylan,22
Polyphaga,Tenebrionidae,Platydema,20
Polyphaga,Tenebrionidae,Platynotus,20
Polyphaga,Tenebrionidae,Praocis,20
Polyphaga,Tenebrionidae,Probaticus,20
Polyphaga,Tenebrionidae,Pseudoblaps,20
Polyphaga,Tenebrionidae,Pseudolamus,20
Polyphaga,Tenebrionidae,Rhytinota,20
Polyphaga,Tenebrionidae,Scaurus,22.66666667
Polyphaga,Tenebrionidae,Scleron,21.2
Polyphaga,Tenebrionidae,Sitophagus,20
Polyphaga,Tenebrionidae,Sphaenariopsis,20
Polyphaga,Tenebrionidae,Spyrathus,20
Polyphaga,Tenebrionidae,Stenosis,20
Polyphaga,Tenebrionidae,Tenebrio,20
Polyphaga,Tenebrionidae,Tentyria,20
Polyphaga,Tenebrionidae,Uloma,20
Polyphaga,Tenebrionidae,Upis,20
Polyphaga,Tenebrionidae,Uyttenboogaartia,20
Polyphaga,Tenebrionidae,Zophobas,20
Polyphaga,Tenebrionidae,Zophosis,20
Polyphaga,Tenebrionidae,Belopus,20
Polyphaga,Tenebrionidae,Coelometopus,20
Polyphaga,Tenebrionidae,Hoplobrachium,22
Polyphaga,Tenebrionidae,Oxycarops,22
Polyphaga,Tenebrionidae,Trachycelis,22
Polyphaga,Tenebrionidae,Diastolinus,26
Polyphaga,Tenebrionidae,Elenophorus,26
Polyphaga,Tenebrionidae,Caenoblaps,35
Polyphaga,Tenebrionidae,Gnaptor,36
Polyphaga,Tetratomidae,Penthe,16
Polyphaga,Trogidae,Trox,20
Polyphaga,Trogossitidae,Lophoceters,18
Polyphaga,Trogossitidae,Tenebroides,24
Polyphaga,Zopheridae,Zopherus,16
Adephaga,Gyrinidae,Gyrinus,27
Adephaga,Gyrinidae,Dineutes,42
Adephaga,Haliplidae,Haliplus,25.83333333
Adephaga,Haliplidae,Peltodytes,33
Adephaga,Haliplidae,Brychius,39
Adephaga,Hygrobiidae,Hygrobia,36
Adephaga,Noteridae,Neohydrocoptus,14
Adephaga,Noteridae,Canthydrus,20
Adephaga,Noteridae,Noterus,21
Adephaga,Noteridae,Synchortus,27
Adephaga,Trachypachidae,Trachypachus,37
